chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
Radisson;Radisson Sea View;Sea View description;info144@hotel.com;Ukraine;Kyiv;Shevchenka;66;Suite;1;139;87;2024-10-08;2024-10-09;checked-in;3;Good hotel;2024-10-08
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info145@hotel.com;Ukraine;Lviv;Shevchenka;27;Suite;1;109;442;2024-06-11;2024-06-16;confirmed;5;Good hotel;2024-06-11
Radisson;Radisson Sea View;Sea View description;info146@hotel.com;Ukraine;Odesa;Shevchenka;15;Suite;2;79;127;2024-08-28;2024-09-04;checked-out;4;Good hotel;2024-08-28
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info147@hotel.com;Ukraine;Dnipro;Shevchenka;43;Double;2;245;272;2024-09-26;2024-09-27;checked-in;1;Good hotel;2024-09-26
Hilton;Hilton City Inn;City Inn description;info148@hotel.com;Ukraine;Kyiv;Shevchenka;88;Suite;2;89;120;2024-08-26;2024-09-02;checked-out;5;Good hotel;2024-08-26
Accor;Accor Sea View;Sea View description;info149@hotel.com;Ukraine;Dnipro;Shevchenka;47;Suite;3;196;152;2024-01-11;2024-01-13;checked-in;2;Good hotel;2024-01-11
Accor;Accor Mountain Resort;Mountain Resort description;info150@hotel.com;Ukraine;Dnipro;Shevchenka;37;Single;3;274;147;2024-09-06;2024-09-10;checked-in;2;Good hotel;2024-09-06
Accor;Accor Grand Hotel;Grand Hotel description;info151@hotel.com;Ukraine;Lviv;Shevchenka;54;Double;1;239;359;2024-05-12;2024-05-17;pending;3;Good hotel;2024-05-12
Radisson;Radisson Sea View;Sea View description;info152@hotel.com;Ukraine;Dnipro;Shevchenka;82;Double;1;73;245;2024-11-09;2024-11-13;pending;4;Good hotel;2024-11-09
Radisson;Radisson Sea View;Sea View description;info153@hotel.com;Ukraine;Lviv;Shevchenka;55;Double;4;135;302;2024-09-12;2024-09-17;checked-out;2;Good hotel;2024-09-12
Hyatt;Hyatt City Inn;City Inn description;info154@hotel.com;Ukraine;Kyiv;Shevchenka;96;Double;4;145;4;2024-11-13;2024-11-17;checked-out;1;Good hotel;2024-11-13
Marriott;Marriott Mountain Resort;Mountain Resort description;info155@hotel.com;Ukraine;Lviv;Shevchenka;43;Suite;4;122;93;2024-07-12;2024-07-17;pending;5;Good hotel;2024-07-12
Hilton;Hilton Mountain Resort;Mountain Resort description;info156@hotel.com;Ukraine;Dnipro;Shevchenka;28;Single;1;192;231;2024-01-16;2024-01-21;confirmed;5;Good hotel;2024-01-16
Accor;Accor Sea View;Sea View description;info157@hotel.com;Ukraine;Lviv;Shevchenka;96;Suite;4;68;28;2024-06-05;2024-06-07;confirmed;4;Good hotel;2024-06-05
Radisson;Radisson Grand Hotel;Grand Hotel description;info158@hotel.com;Ukraine;Dnipro;Shevchenka;8;Single;3;90;401;2024-08-24;2024-08-25;checked-in;5;Good hotel;2024-08-24
Hilton;Hilton City Inn;City Inn description;info159@hotel.com;Ukraine;Odesa;Shevchenka;92;Suite;4;224;322;2024-01-18;2024-01-20;checked-in;1;Good hotel;2024-01-18
Hyatt;Hyatt Sea View;Sea View description;info160@hotel.com;Ukraine;Dnipro;Shevchenka;89;Double;2;123;179;2024-04-21;2024-04-25;pending;2;Good hotel;2024-04-21
Hilton;Hilton Grand Hotel;Grand Hotel description;info161@hotel.com;Ukraine;Kyiv;Shevchenka;62;Double;1;87;432;2024-03-17;2024-03-19;checked-in;5;Good hotel;2024-03-17
Hilton;Hilton Mountain Resort;Mountain Resort description;info162@hotel.com;Ukraine;Kyiv;Shevchenka;68;Suite;2;114;291;2024-01-18;2024-01-21;pending;2;Good hotel;2024-01-18
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info163@hotel.com;Ukraine;Dnipro;Shevchenka;70;Single;3;202;144;2024-08-31;2024-09-02;pending;4;Good hotel;2024-08-31
Accor;Accor City Inn;City Inn description;info164@hotel.com;Ukraine;Lviv;Shevchenka;54;Suite;1;207;284;2024-05-12;2024-05-15;checked-in;4;Good hotel;2024-05-12
Marriott;Marriott Mountain Resort;Mountain Resort description;info165@hotel.com;Ukraine;Dnipro;Shevchenka;63;Suite;1;168;366;2024-10-09;2024-10-14;pending;5;Good hotel;2024-10-09
Hilton;Hilton Grand Hotel;Grand Hotel description;info166@hotel.com;Ukraine;Lviv;Shevchenka;26;Double;4;193;26;2024-08-20;2024-08-21;checked-in;5;Good hotel;2024-08-20
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info167@hotel.com;Ukraine;Lviv;Shevchenka;72;Double;1;285;297;2024-12-21;2024-12-28;pending;5;Good hotel;2024-12-21
Radisson;Radisson Grand Hotel;Grand Hotel description;info168@hotel.com;Ukraine;Kyiv;Shevchenka;10;Double;4;75;433;2024-03-16;2024-03-20;confirmed;2;Good hotel;2024-03-16
Hilton;Hilton Sea View;Sea View description;info169@hotel.com;Ukraine;Lviv;Shevchenka;39;Double;3;217;19;2024-01-31;2024-02-03;confirmed;5;Good hotel;2024-01-31
Hilton;Hilton Mountain Resort;Mountain Resort description;info170@hotel.com;Ukraine;Odesa;Shevchenka;97;Suite;2;152;315;2024-09-26;2024-09-27;confirmed;5;Good hotel;2024-09-26
Accor;Accor Mountain Resort;Mountain Resort description;info171@hotel.com;Ukraine;Odesa;Shevchenka;50;Double;3;293;84;2024-03-25;2024-03-30;checked-out;2;Good hotel;2024-03-25
Radisson;Radisson Sea View;Sea View description;info172@hotel.com;Ukraine;Dnipro;Shevchenka;88;Double;4;154;19;2024-08-05;2024-08-12;checked-in;1;Good hotel;2024-08-05
Marriott;Marriott City Inn;City Inn description;info173@hotel.com;Ukraine;Dnipro;Shevchenka;88;Double;4;249;122;2024-03-12;2024-03-19;pending;5;Good hotel;2024-03-12
Marriott;Marriott Sea View;Sea View description;info174@hotel.com;Ukraine;Kyiv;Shevchenka;62;Double;3;209;108;2024-04-08;2024-04-15;checked-in;4;Good hotel;2024-04-08
Hyatt;Hyatt City Inn;City Inn description;info175@hotel.com;Ukraine;Dnipro;Shevchenka;40;Double;4;212;22;2024-05-15;2024-05-20;checked-out;1;Good hotel;2024-05-15
Marriott;Marriott City Inn;City Inn description;info176@hotel.com;Ukraine;Odesa;Shevchenka;59;Double;4;74;129;2024-12-24;2024-12-29;pending;1;Good hotel;2024-12-24
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info177@hotel.com;Ukraine;Lviv;Shevchenka;72;Suite;4;89;207;2024-07-16;2024-07-19;checked-out;1;Good hotel;2024-07-16
Radisson;Radisson City Inn;City Inn description;info178@hotel.com;Ukraine;Kyiv;Shevchenka;38;Suite;3;106;365;2024-03-25;2024-03-30;confirmed;3;Good hotel;2024-03-25
Accor;Accor Sea View;Sea View description;info179@hotel.com;Ukraine;Kyiv;Shevchenka;51;Single;2;239;164;2024-02-28;2024-03-06;checked-out;4;Good hotel;2024-02-28
Radisson;Radisson Mountain Resort;Mountain Resort description;info180@hotel.com;Ukraine;Lviv;Shevchenka;6;Single;2;122;59;2024-05-11;2024-05-15;checked-in;3;Good hotel;2024-05-11
Radisson;Radisson Grand Hotel;Grand Hotel description;info181@hotel.com;Ukraine;Kyiv;Shevchenka;2;Suite;3;265;29;2024-01-28;2024-02-03;checked-out;5;Good hotel;2024-01-28
Accor;Accor City Inn;City Inn description;info182@hotel.com;Ukraine;Dnipro;Shevchenka;100;Suite;1;147;262;2024-11-14;2024-11-17;checked-in;2;Good hotel;2024-11-14
Accor;Accor Sea View;Sea View description;info183@hotel.com;Ukraine;Kyiv;Shevchenka;45;Single;1;85;319;2024-12-08;2024-12-09;pending;3;Good hotel;2024-12-08
Accor;Accor City Inn;City Inn description;info184@hotel.com;Ukraine;Odesa;Shevchenka;66;Double;1;280;329;2024-09-25;2024-09-28;checked-in;3;Good hotel;2024-09-25
Radisson;Radisson Mountain Resort;Mountain Resort description;info185@hotel.com;Ukraine;Odesa;Shevchenka;19;Double;3;65;35;2024-10-15;2024-10-19;checked-in;1;Good hotel;2024-10-15
Radisson;Radisson City Inn;City Inn description;info186@hotel.com;Ukraine;Kyiv;Shevchenka;10;Suite;3;222;349;2024-08-27;2024-08-29;pending;3;Good hotel;2024-08-27
Accor;Accor City Inn;City Inn description;info187@hotel.com;Ukraine;Dnipro;Shevchenka;49;Double;3;182;147;2024-08-05;2024-08-09;checked-in;4;Good hotel;2024-08-05
Hilton;Hilton Sea View;Sea View description;info188@hotel.com;Ukraine;Lviv;Shevchenka;20;Double;1;227;454;2024-07-11;2024-07-13;confirmed;2;Good hotel;2024-07-11
Accor;Accor Grand Hotel;Grand Hotel description;info189@hotel.com;Ukraine;Odesa;Shevchenka;35;Double;2;271;73;2024-09-20;2024-09-22;checked-out;2;Good hotel;2024-09-20
Hilton;Hilton City Inn;City Inn description;info190@hotel.com;Ukraine;Kyiv;Shevchenka;98;Single;4;94;12;2024-06-23;2024-06-30;checked-out;1;Good hotel;2024-06-23
Accor;Accor Grand Hotel;Grand Hotel description;info191@hotel.com;Ukraine;Dnipro;Shevchenka;36;Single;1;51;226;2024-10-01;2024-10-06;confirmed;3;Good hotel;2024-10-01
Marriott;Marriott Grand Hotel;Grand Hotel description;info192@hotel.com;Ukraine;Dnipro;Shevchenka;69;Single;3;107;2;2024-11-11;2024-11-16;pending;5;Good hotel;2024-11-11
Hyatt;Hyatt Sea View;Sea View description;info193@hotel.com;Ukraine;Dnipro;Shevchenka;33;Suite;2;157;425;2024-12-18;2024-12-23;pending;1;Good hotel;2024-12-18
Hilton;Hilton Sea View;Sea View description;info194@hotel.com;Ukraine;Kyiv;Shevchenka;5;Suite;1;68;335;2024-12-02;2024-12-05;pending;5;Good hotel;2024-12-02
Hilton;Hilton Sea View;Sea View description;info195@hotel.com;Ukraine;Dnipro;Shevchenka;94;Single;2;286;365;2024-10-10;2024-10-16;pending;5;Good hotel;2024-10-10
Marriott;Marriott City Inn;City Inn description;info196@hotel.com;Ukraine;Dnipro;Shevchenka;84;Suite;1;202;14;2024-04-05;2024-04-10;checked-in;1;Good hotel;2024-04-05
Radisson;Radisson Sea View;Sea View description;info197@hotel.com;Ukraine;Lviv;Shevchenka;78;Single;3;84;393;2024-05-20;2024-05-22;pending;2;Good hotel;2024-05-20
Radisson;Radisson Mountain Resort;Mountain Resort description;info198@hotel.com;Ukraine;Kyiv;Shevchenka;27;Single;3;57;399;2024-07-21;2024-07-27;checked-in;3;Good hotel;2024-07-21
Accor;Accor City Inn;City Inn description;info199@hotel.com;Ukraine;Odesa;Shevchenka;69;Single;2;215;346;2024-06-12;2024-06-14;confirmed;3;Good hotel;2024-06-12
Hyatt;Hyatt City Inn;City Inn description;info200@hotel.com;Ukraine;Kyiv;Shevchenka;63;Double;4;123;25;2024-01-03;2024-01-09;confirmed;2;Good hotel;2024-01-03
Radisson;Radisson Grand Hotel;Grand Hotel description;info201@hotel.com;Ukraine;Lviv;Shevchenka;52;Suite;4;194;132;2024-07-05;2024-07-10;checked-in;3;Good hotel;2024-07-05
Hilton;Hilton City Inn;City Inn description;info202@hotel.com;Ukraine;Dnipro;Shevchenka;18;Single;1;127;216;2024-12-11;2024-12-12;confirmed;3;Good hotel;2024-12-11
Marriott;Marriott Sea View;Sea View description;info203@hotel.com;Ukraine;Lviv;Shevchenka;81;Suite;1;160;316;2024-02-19;2024-02-21;confirmed;3;Good hotel;2024-02-19
Hilton;Hilton Sea View;Sea View description;info204@hotel.com;Ukraine;Lviv;Shevchenka;68;Suite;3;181;91;2024-10-29;2024-11-05;checked-out;1;Good hotel;2024-10-29
Radisson;Radisson Mountain Resort;Mountain Resort description;info205@hotel.com;Ukraine;Lviv;Shevchenka;40;Double;4;204;343;2024-02-22;2024-02-29;checked-out;1;Good hotel;2024-02-22
Hyatt;Hyatt Sea View;Sea View description;info206@hotel.com;Ukraine;Lviv;Shevchenka;5;Single;3;278;306;2024-11-24;2024-11-28;checked-in;2;Good hotel;2024-11-24
Marriott;Marriott Mountain Resort;Mountain Resort description;info207@hotel.com;Ukraine;Lviv;Shevchenka;28;Single;1;259;78;2024-01-06;2024-01-12;checked-in;2;Good hotel;2024-01-06
Accor;Accor Grand Hotel;Grand Hotel description;info208@hotel.com;Ukraine;Lviv;Shevchenka;26;Suite;1;50;291;2024-12-09;2024-12-15;confirmed;3;Good hotel;2024-12-09
Radisson;Radisson Sea View;Sea View description;info209@hotel.com;Ukraine;Lviv;Shevchenka;19;Suite;3;86;100;2024-05-06;2024-05-08;pending;2;Good hotel;2024-05-06
Hyatt;Hyatt Sea View;Sea View description;info210@hotel.com;Ukraine;Lviv;Shevchenka;59;Double;1;73;372;2024-08-06;2024-08-09;confirmed;3;Good hotel;2024-08-06
Radisson;Radisson Grand Hotel;Grand Hotel description;info211@hotel.com;Ukraine;Dnipro;Shevchenka;4;Double;3;187;311;2024-02-12;2024-02-13;confirmed;4;Good hotel;2024-02-12
Hilton;Hilton Sea View;Sea View description;info212@hotel.com;Ukraine;Lviv;Shevchenka;3;Single;3;169;400;2024-03-22;2024-03-24;checked-out;1;Good hotel;2024-03-22
Accor;Accor City Inn;City Inn description;info213@hotel.com;Ukraine;Odesa;Shevchenka;60;Double;2;110;49;2024-08-29;2024-09-02;confirmed;3;Good hotel;2024-08-29
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info214@hotel.com;Ukraine;Dnipro;Shevchenka;24;Single;3;250;199;2024-05-11;2024-05-17;checked-in;1;Good hotel;2024-05-11
Hilton;Hilton Sea View;Sea View description;info215@hotel.com;Ukraine;Lviv;Shevchenka;2;Suite;4;203;230;2024-03-22;2024-03-23;checked-out;2;Good hotel;2024-03-22
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info216@hotel.com;Ukraine;Dnipro;Shevchenka;27;Double;3;136;287;2024-12-14;2024-12-19;pending;2;Good hotel;2024-12-14
Accor;Accor Grand Hotel;Grand Hotel description;info217@hotel.com;Ukraine;Lviv;Shevchenka;14;Suite;1;132;87;2024-08-27;2024-08-28;checked-in;3;Good hotel;2024-08-27
Hilton;Hilton Mountain Resort;Mountain Resort description;info218@hotel.com;Ukraine;Dnipro;Shevchenka;95;Single;1;103;455;2024-05-18;2024-05-23;confirmed;3;Good hotel;2024-05-18
Radisson;Radisson Grand Hotel;Grand Hotel description;info219@hotel.com;Ukraine;Lviv;Shevchenka;82;Double;4;278;459;2024-05-15;2024-05-20;pending;1;Good hotel;2024-05-15
Hilton;Hilton Sea View;Sea View description;info220@hotel.com;Ukraine;Odesa;Shevchenka;95;Suite;3;128;153;2024-11-18;2024-11-20;confirmed;4;Good hotel;2024-11-18
Hyatt;Hyatt City Inn;City Inn description;info221@hotel.com;Ukraine;Lviv;Shevchenka;63;Double;1;227;369;2024-06-27;2024-07-01;confirmed;1;Good hotel;2024-06-27
Accor;Accor City Inn;City Inn description;info222@hotel.com;Ukraine;Kyiv;Shevchenka;81;Single;4;264;445;2024-04-09;2024-04-10;pending;2;Good hotel;2024-04-09
Radisson;Radisson Mountain Resort;Mountain Resort description;info223@hotel.com;Ukraine;Lviv;Shevchenka;67;Suite;4;260;296;2024-10-25;2024-10-31;pending;4;Good hotel;2024-10-25
Accor;Accor City Inn;City Inn description;info224@hotel.com;Ukraine;Dnipro;Shevchenka;25;Single;1;261;258;2024-05-04;2024-05-06;checked-out;2;Good hotel;2024-05-04
Accor;Accor Grand Hotel;Grand Hotel description;info225@hotel.com;Ukraine;Kyiv;Shevchenka;75;Double;4;112;304;2024-05-05;2024-05-11;checked-out;2;Good hotel;2024-05-05
Accor;Accor Grand Hotel;Grand Hotel description;info226@hotel.com;Ukraine;Dnipro;Shevchenka;85;Single;1;195;277;2024-10-09;2024-10-13;confirmed;3;Good hotel;2024-10-09
Radisson;Radisson Mountain Resort;Mountain Resort description;info227@hotel.com;Ukraine;Dnipro;Shevchenka;13;Suite;1;186;451;2024-04-29;2024-05-04;checked-in;4;Good hotel;2024-04-29
Hyatt;Hyatt City Inn;City Inn description;info228@hotel.com;Ukraine;Kyiv;Shevchenka;8;Double;1;231;82;2024-11-08;2024-11-10;pending;1;Good hotel;2024-11-08
Radisson;Radisson Grand Hotel;Grand Hotel description;info229@hotel.com;Ukraine;Kyiv;Shevchenka;2;Double;3;169;460;2024-01-17;2024-01-22;confirmed;1;Good hotel;2024-01-17
Hilton;Hilton Mountain Resort;Mountain Resort description;info230@hotel.com;Ukraine;Odesa;Shevchenka;9;Double;3;282;131;2024-11-02;2024-11-05;checked-out;1;Good hotel;2024-11-02
Hilton;Hilton Mountain Resort;Mountain Resort description;info231@hotel.com;Ukraine;Odesa;Shevchenka;37;Suite;1;171;418;2024-09-02;2024-09-04;confirmed;4;Good hotel;2024-09-02
Hyatt;Hyatt City Inn;City Inn description;info232@hotel.com;Ukraine;Odesa;Shevchenka;26;Double;3;122;379;2024-12-07;2024-12-13;checked-out;1;Good hotel;2024-12-07
Radisson;Radisson City Inn;City Inn description;info233@hotel.com;Ukraine;Odesa;Shevchenka;22;Double;1;54;291;2024-12-28;2025-01-03;pending;3;Good hotel;2024-12-28
Hilton;Hilton City Inn;City Inn description;info234@hotel.com;Ukraine;Odesa;Shevchenka;8;Suite;3;267;54;2024-11-06;2024-11-09;pending;1;Good hotel;2024-11-06
Hyatt;Hyatt City Inn;City Inn description;info235@hotel.com;Ukraine;Odesa;Shevchenka;54;Double;1;172;382;2024-12-04;2024-12-10;checked-in;3;Good hotel;2024-12-04
Accor;Accor Grand Hotel;Grand Hotel description;info236@hotel.com;Ukraine;Lviv;Shevchenka;58;Double;4;142;450;2024-05-31;2024-06-03;checked-out;3;Good hotel;2024-05-31
Marriott;Marriott Mountain Resort;Mountain Resort description;info237@hotel.com;Ukraine;Kyiv;Shevchenka;31;Double;4;165;26;2024-12-20;2024-12-21;confirmed;4;Good hotel;2024-12-20
Hilton;Hilton City Inn;City Inn description;info238@hotel.com;Ukraine;Odesa;Shevchenka;55;Single;4;124;461;2024-03-26;2024-03-31;checked-in;3;Good hotel;2024-03-26
Hyatt;Hyatt City Inn;City Inn description;info239@hotel.com;Ukraine;Odesa;Shevchenka;47;Double;3;63;483;2024-08-15;2024-08-17;confirmed;5;Good hotel;2024-08-15
Radisson;Radisson Sea View;Sea View description;info240@hotel.com;Ukraine;Odesa;Shevchenka;46;Single;3;233;93;2024-06-18;2024-06-24;confirmed;2;Good hotel;2024-06-18
Hilton;Hilton City Inn;City Inn description;info241@hotel.com;Ukraine;Dnipro;Shevchenka;22;Single;2;177;395;2024-03-08;2024-03-10;checked-in;1;Good hotel;2024-03-08
Radisson;Radisson Grand Hotel;Grand Hotel description;info242@hotel.com;Ukraine;Lviv;Shevchenka;9;Suite;2;130;461;2024-10-31;2024-11-07;checked-in;3;Good hotel;2024-10-31
Marriott;Marriott City Inn;City Inn description;info243@hotel.com;Ukraine;Dnipro;Shevchenka;70;Double;2;294;264;2024-06-07;2024-06-13;checked-in;4;Good hotel;2024-06-07
Hilton;Hilton Mountain Resort;Mountain Resort description;info244@hotel.com;Ukraine;Lviv;Shevchenka;54;Double;2;89;317;2024-06-18;2024-06-23;checked-in;3;Good hotel;2024-06-18
Hilton;Hilton Grand Hotel;Grand Hotel description;info245@hotel.com;Ukraine;Lviv;Shevchenka;21;Suite;4;169;407;2024-06-05;2024-06-10;pending;4;Good hotel;2024-06-05
Marriott;Marriott Sea View;Sea View description;info246@hotel.com;Ukraine;Odesa;Shevchenka;76;Single;2;153;162;2024-08-24;2024-08-30;pending;5;Good hotel;2024-08-24
Marriott;Marriott City Inn;City Inn description;info247@hotel.com;Ukraine;Odesa;Shevchenka;1;Double;1;68;268;2024-02-21;2024-02-25;checked-in;4;Good hotel;2024-02-21
Hilton;Hilton Grand Hotel;Grand Hotel description;info248@hotel.com;Ukraine;Kyiv;Shevchenka;3;Double;1;52;282;2024-01-31;2024-02-06;pending;2;Good hotel;2024-01-31
Hilton;Hilton Mountain Resort;Mountain Resort description;info249@hotel.com;Ukraine;Lviv;Shevchenka;78;Single;3;81;239;2024-04-24;2024-05-01;checked-out;1;Good hotel;2024-04-24
Radisson;Radisson Sea View;Sea View description;info250@hotel.com;Ukraine;Odesa;Shevchenka;6;Suite;1;228;195;2024-11-06;2024-11-07;checked-out;4;Good hotel;2024-11-06
Marriott;Marriott Mountain Resort;Mountain Resort description;info251@hotel.com;Ukraine;Lviv;Shevchenka;42;Suite;4;58;320;2024-04-02;2024-04-03;pending;1;Good hotel;2024-04-02
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info252@hotel.com;Ukraine;Odesa;Shevchenka;52;Double;4;295;240;2024-11-29;2024-12-02;checked-in;2;Good hotel;2024-11-29
Accor;Accor Grand Hotel;Grand Hotel description;info253@hotel.com;Ukraine;Dnipro;Shevchenka;89;Suite;2;296;240;2024-09-19;2024-09-24;checked-in;2;Good hotel;2024-09-19
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info254@hotel.com;Ukraine;Odesa;Shevchenka;14;Double;1;126;167;2024-06-09;2024-06-14;checked-in;2;Good hotel;2024-06-09
Hilton;Hilton Grand Hotel;Grand Hotel description;info255@hotel.com;Ukraine;Odesa;Shevchenka;34;Suite;1;59;496;2024-06-06;2024-06-07;checked-out;4;Good hotel;2024-06-06
Hilton;Hilton Mountain Resort;Mountain Resort description;info256@hotel.com;Ukraine;Lviv;Shevchenka;35;Double;3;288;449;2024-10-03;2024-10-05;confirmed;2;Good hotel;2024-10-03
Marriott;Marriott Mountain Resort;Mountain Resort description;info257@hotel.com;Ukraine;Kyiv;Shevchenka;62;Single;2;248;293;2024-01-13;2024-01-14;pending;2;Good hotel;2024-01-13
Hilton;Hilton City Inn;City Inn description;info258@hotel.com;Ukraine;Odesa;Shevchenka;60;Single;1;179;412;2024-08-09;2024-08-13;checked-out;1;Good hotel;2024-08-09
Hilton;Hilton Grand Hotel;Grand Hotel description;info259@hotel.com;Ukraine;Dnipro;Shevchenka;29;Double;3;226;275;2024-02-17;2024-02-21;checked-out;3;Good hotel;2024-02-17
Radisson;Radisson Grand Hotel;Grand Hotel description;info260@hotel.com;Ukraine;Odesa;Shevchenka;25;Suite;3;256;195;2024-05-29;2024-06-01;checked-in;4;Good hotel;2024-05-29
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info261@hotel.com;Ukraine;Kyiv;Shevchenka;16;Suite;2;120;164;2024-01-10;2024-01-11;checked-out;4;Good hotel;2024-01-10
Accor;Accor City Inn;City Inn description;info262@hotel.com;Ukraine;Kyiv;Shevchenka;54;Suite;1;294;347;2024-10-26;2024-10-28;checked-out;1;Good hotel;2024-10-26
Accor;Accor City Inn;City Inn description;info263@hotel.com;Ukraine;Odesa;Shevchenka;61;Double;4;245;97;2024-10-16;2024-10-17;checked-in;2;Good hotel;2024-10-16
Marriott;Marriott Mountain Resort;Mountain Resort description;info264@hotel.com;Ukraine;Lviv;Shevchenka;19;Single;3;78;405;2024-05-16;2024-05-21;checked-in;5;Good hotel;2024-05-16
Accor;Accor City Inn;City Inn description;info265@hotel.com;Ukraine;Odesa;Shevchenka;19;Single;2;146;305;2024-12-21;2024-12-24;pending;1;Good hotel;2024-12-21
Hilton;Hilton City Inn;City Inn description;info266@hotel.com;Ukraine;Dnipro;Shevchenka;26;Double;3;281;57;2024-11-09;2024-11-13;checked-out;5;Good hotel;2024-11-09
Radisson;Radisson Sea View;Sea View description;info267@hotel.com;Ukraine;Lviv;Shevchenka;52;Double;2;119;222;2024-06-30;2024-07-01;checked-out;1;Good hotel;2024-06-30
Accor;Accor Mountain Resort;Mountain Resort description;info268@hotel.com;Ukraine;Odesa;Shevchenka;10;Double;4;79;68;2024-01-15;2024-01-21;checked-out;4;Good hotel;2024-01-15
Hilton;Hilton Grand Hotel;Grand Hotel description;info269@hotel.com;Ukraine;Lviv;Shevchenka;42;Double;4;144;344;2024-05-21;2024-05-28;pending;4;Good hotel;2024-05-21
Hilton;Hilton City Inn;City Inn description;info270@hotel.com;Ukraine;Dnipro;Shevchenka;49;Double;1;191;193;2024-05-17;2024-05-18;confirmed;3;Good hotel;2024-05-17
Hyatt;Hyatt Sea View;Sea View description;info271@hotel.com;Ukraine;Dnipro;Shevchenka;88;Double;2;101;274;2024-03-07;2024-03-09;checked-in;5;Good hotel;2024-03-07
Marriott;Marriott Grand Hotel;Grand Hotel description;info272@hotel.com;Ukraine;Lviv;Shevchenka;70;Double;4;244;482;2024-10-03;2024-10-06;checked-out;3;Good hotel;2024-10-03
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info273@hotel.com;Ukraine;Odesa;Shevchenka;90;Single;1;286;441;2024-02-11;2024-02-16;checked-out;4;Good hotel;2024-02-11
Hyatt;Hyatt City Inn;City Inn description;info274@hotel.com;Ukraine;Dnipro;Shevchenka;18;Suite;4;75;82;2024-02-17;2024-02-21;checked-out;3;Good hotel;2024-02-17
Radisson;Radisson Mountain Resort;Mountain Resort description;info275@hotel.com;Ukraine;Kyiv;Shevchenka;24;Single;3;100;411;2024-12-09;2024-12-16;confirmed;2;Good hotel;2024-12-09
Radisson;Radisson City Inn;City Inn description;info276@hotel.com;Ukraine;Dnipro;Shevchenka;35;Suite;2;72;294;2024-03-06;2024-03-09;checked-in;2;Good hotel;2024-03-06
Radisson;Radisson Mountain Resort;Mountain Resort description;info277@hotel.com;Ukraine;Odesa;Shevchenka;86;Single;3;181;216;2024-10-17;2024-10-22;confirmed;5;Good hotel;2024-10-17
Hilton;Hilton Grand Hotel;Grand Hotel description;info278@hotel.com;Ukraine;Kyiv;Shevchenka;57;Single;3;241;177;2024-04-07;2024-04-08;checked-out;2;Good hotel;2024-04-07
Accor;Accor Sea View;Sea View description;info279@hotel.com;Ukraine;Odesa;Shevchenka;72;Single;2;142;293;2024-04-09;2024-04-10;confirmed;1;Good hotel;2024-04-09
Hilton;Hilton Mountain Resort;Mountain Resort description;info280@hotel.com;Ukraine;Lviv;Shevchenka;48;Suite;1;118;495;2024-08-04;2024-08-11;confirmed;1;Good hotel;2024-08-04
Hilton;Hilton City Inn;City Inn description;info281@hotel.com;Ukraine;Kyiv;Shevchenka;89;Double;4;141;218;2024-08-26;2024-08-27;confirmed;5;Good hotel;2024-08-26
Accor;Accor Mountain Resort;Mountain Resort description;info282@hotel.com;Ukraine;Odesa;Shevchenka;29;Double;2;149;222;2024-12-04;2024-12-08;pending;4;Good hotel;2024-12-04
Radisson;Radisson Mountain Resort;Mountain Resort description;info283@hotel.com;Ukraine;Kyiv;Shevchenka;91;Single;3;102;386;2024-10-12;2024-10-14;checked-out;3;Good hotel;2024-10-12
Accor;Accor Grand Hotel;Grand Hotel description;info284@hotel.com;Ukraine;Dnipro;Shevchenka;39;Suite;2;50;121;2024-02-16;2024-02-19;pending;4;Good hotel;2024-02-16
Accor;Accor Mountain Resort;Mountain Resort description;info285@hotel.com;Ukraine;Lviv;Shevchenka;33;Single;1;93;40;2024-05-25;2024-05-29;checked-in;1;Good hotel;2024-05-25
Accor;Accor Sea View;Sea View description;info286@hotel.com;Ukraine;Kyiv;Shevchenka;38;Single;2;269;356;2024-05-18;2024-05-21;checked-out;1;Good hotel;2024-05-18
Radisson;Radisson Sea View;Sea View description;info287@hotel.com;Ukraine;Lviv;Shevchenka;50;Single;2;112;305;2024-11-13;2024-11-17;checked-in;1;Good hotel;2024-11-13
Hyatt;Hyatt Sea View;Sea View description;info288@hotel.com;Ukraine;Lviv;Shevchenka;12;Suite;4;73;463;2024-09-10;2024-09-15;checked-out;2;Good hotel;2024-09-10
Hilton;Hilton Sea View;Sea View description;info289@hotel.com;Ukraine;Kyiv;Shevchenka;49;Single;3;284;129;2024-09-07;2024-09-12;pending;4;Good hotel;2024-09-07
